From,To,Strength
1433026581879005185,778249551144771584,1
1433765624757510178,1726663268,1
1433765624757510178,58285254,1
1433765624757510178,586599726,1
1433795078728962070,1443230095112605702,1
1433881076447989760,988070577977126912,1
1434047993074888707,1132688391357837314,1
1434483404905619456,1387310132061683714,1
1434513868471033856,3292982985,1
1434513868471033856,752130147952758785,1
1434984408474337281,787119942,1
1435098508340699137,1053573722974625793,1
1435098508340699137,1293184714258358272,1
1435098508340699137,1435098508340699137,1
1435108670048714753,1238457189125292032,1
1435158485382094848,1425878506777546757,1
1435164737696849922,312504234,1
1435544853480419329,1452643569932570635,1
1435652253893996546,1429413546258018317,1
1435673928299655177,326650532,1
1436174831519682563,1238746097947901952,1
1436910205107908608,1257898714917715969,1
1436957263009357827,1365998909538115587,1
1437468177282260992,1257898714917715969,1
1437484828966981633,1446811604486590466,1
1437748925826482180,1073015944790925312,1
1437748925826482180,49985382,1
1438510122947407873,90524645,1
1438576491227402245,948885239107112960,1
1438648971887480833,1949194382,1
1438859611398934533,1427671922440032258,1
1438859611398934533,888676835097276416,1
1440333463534510093,1426101646556336128,1
1440652240931340298,114021187,1
1441112618702229510,707231479047315456,1
1441880702,1212360344363921409,1
1442886501847740420,156945116,1
1443329981506068484,1250099776051449856,1
1443517015935815681,1293586265225474048,1
1443846733864316938,1390466991035666432,1
1443941700456570880,281700760,1
1444226884062044163,1415203801,1
1444362272076406793,1283795441973370880,1
1444589964784721923,1465786947318779904,1
1445463378214805506,1445463378214805506,1
1445655642794913797,36027242,1
1446341849023660034,1446341849023660034,1
1446475155396571139,19709133,1
1448231360288759819,1083145344580571137,1
1448231360288759819,49274264,1
1448361262929399808,1448361262929399808,1
1448380945481015296,3292982985,1
1448667080220299272,1379492556455735296,1
1448750839133351941,841002777841143808,1
1449373099569336324,5734902,2
1449398150062645249,1101222204,1
1450459758234845194,39475170,1
1450778075222917120,879133287037489153,1
1450778966512525313,1263735188,1
1450778966512525313,2991788747,1
1450896067642462211,1428451969660772363,1
1450902872250621956,299650387,1
1451424884547104769,1499270040,1
1451631823134527501,811123127166140416,1
1451681731224997895,1087774901585563649,1
1452193174684905472,1464294272509820936,1
1452193174684905472,828319320224706561,1
1453360593340076044,1372916945268408323,1
1453418027479863301,1007127535,1
1453436785468579840,1142876274328780800,1
1454543686830804992,169554562,2
1454645958092988417,787119942,1
1455976680674168833,517443026,1
1456179146166579202,531678837,2
1456296419594285067,756569436384026625,1
1456908303330643969,1445086892672880640,1
1456924915957964800,1261706553041747968,1
1457390564308131844,1011608682977808384,1
1457390564308131844,787062973181337600,1
1457417183957594121,1457417183957594121,1
1457428470896680962,1442172254234693636,1
1457430328776269824,1457430328776269824,1
1457705902082076677,216148615,1
1457950541959544832,787119942,1
1458106582668124165,16130553,1
1458122678532026370,1343913723229057027,1
1458558524427014147,1436972853346328577,1
1458722383959891968,456663777,1
1459178764441722880,1461286003575083015,1
1459178764441722880,17976796,1
1459198048232517639,1272233013997338625,1
1459198048232517639,883158602,1
1459238113360945158,1242417251732664320,1
1459556478977773569,1374458746504572928,1
1459608945954369539,1352188200006135808,1
1459865532925198350,1203515531246080001,1
1459865532925198350,1385273832651509766,1
1460005078086127619,281984152,1
1460176204363972613,1346140707761901568,1
1460176204363972613,280569249,1
1460192838445154309,1404856125632176138,1
1460211403298643972,140034770,1
1460211403298643972,70685156,1
1460412895486005254,1422577028050608131,1
1460412895486005254,1466240126124703747,1
1460528486112710656,1398775652795437057,1
1460651127440121860,849006418984411136,1
1461089405943394306,28804762,1
1461101851760283653,45586617,1
1461664457868857349,1122183858244419584,1
1461844978980823045,280569249,1
1461999607781769216,1046468304880246784,1
1462421873216700416,1119333157344620544,1
1462482153082609672,1281926718329171968,1
1462533952514805765,1387759691401412612,1
1462828360988569612,1462828360988569612,1
1463186000851521541,878575811250573312,1
1463633296718536707,299650387,1
1463665169217769472,982588692,1
1463904546376331279,21102594,1
1463930715393998851,1089250424404758533,1
1463930715393998851,1276612080012050432,1
1463930715393998851,1330896180482596865,1
1463930715393998851,1356299130994388994,1
1463930715393998851,787649433097961472,1
1464259669770260484,1178974395479609344,1
1464271548307886080,999319921631858693,1
1464291510187442177,413455064,1
1464291510187442177,5734902,1
1464360345242411008,256973243,1
1464404715677138944,1377686680518463490,1
1464491884273934336,979419537807478784,1
1464509651584790529,8720562,1
1464520010790060038,29079848,1
1464613374227095553,1344355440105304065,1
1464671980045676556,1304387011999129602,1
1465936924456198146,1465936924456198146,1
1466047402910040070,1305901089552826369,1
1466289073300156416,1179139610124980236,1
1466289073300156416,1434802778677854210,1
1466381246410416131,1323691203532070912,1
1466492185289895937,978598087,1
1466798657198600198,1166751822197002243,1
1467220414371971079,1446811604486590466,1
1467386297014706177,19069018,1
1467419338835742724,976417451540967424,1
1467506970567577601,793778228,1
1467547060069150722,3292982985,1
1467587955812442116,825306344961998848,1
1467637925617754116,1192869355,1
1467638333115408387,405534382,1
1467776222029660160,267722784,1
1467879457251860481,33858697,1
1470463776,1470463776,1
147150622,62458253,1
1482179084,47602140,1
1484739320,1391144886120898565,1
149045221,3063892271,1
1496674561,260933846,1
15171407,1405788362536067072,1
1517815062,1949194382,1
15282188,8720562,1
15289075,893034580411916288,1
153445779,21102594,1
15354949,1133414846853263361,1
1543793040,1543793040,1
154615328,787119942,1
159601679,1395279440,1
160205758,1215737471167877121,1
1605644551,16294179,1
160637639,1300128256801337344,1
161603698,161603698,1
16185460,1349008270611111944,1
16185460,1458902321656643593,1
1621326002,8720562,1
162739259,359982860,1
16302365,752130147952758785,1
163207045,190342152,1
163601420,1707186018,1
1643046937,3043257501,1
16569660,16569660,1
165708897,1055463782,1
165708897,1101354170,1
165708897,1131657175032573953,1
165708897,1389946156910792704,1
165708897,1435121733820981250,2
165708897,1452989088336957448,2
165708897,153917742,1
165708897,2949485914,1
165708897,5734902,1
165708897,8720562,3
16647701,1422556286974152711,2
16805029,16805029,1
1689287426,2839404659,1
1699875560,1156262252443574272,1
170776388,139401845,1
1719905432,316015204,1
1720060106,3911292929,1
172800080,817723774376284160,1
17306732,1257747673303732232,1
1731411590,1328824171,1
173993755,223758384,1
174452274,258040492,1
17578069,425845268,1
177307973,1448172046928711680,1
178680931,1016294349578080256,1
178680931,916349666,1
18240552,1304445375433060355,1
18320467,787119942,1
183254514,825700652030558208,1
183576995,1242864067217444869,1
1842180229,3317092708,1
18431458,2674885612,1
185337590,3068271,1
18599752,18599752,2
1863023976,1863023976,1
18674758,787119942,1
1874106236,1364867124624306179,1
18861778,381126503,1
18870823,851094843547934720,1
1891505568,1425608085620641792,1
1891505568,215792952,1
190249177,2846910724,1
1908889189,1223976875959234572,1
1917143418,3342559336,1
1917143418,86494810,1
1921238492,1921238492,1
192188683,39475170,1
192188683,614810659,1
19235835,1212360344363921409,1
19235835,19235835,1
19235835,2881163261,1
19338648,1460874389017276416,1
19338648,881147777929158656,1
19402768,2259278233,1
194087541,703235349611483137,1
1960799797,1354917998046416896,1
19767619,9334352,1
19906191,1154106240588496899,1
19915082,2748626978,1
200614325,2147626655,1
200614325,912334605214261248,1
20095584,202740010,1
201463757,201463757,1
20179477,20179477,1
202555985,202555985,1
203001026,917526506,1
20364039,2165322493,1
20364797,1131300901,1
20702391,1391491964550385672,1
20702391,878896236018970624,1
208946387,120182884,1
210221609,1030806668140060672,1
210221609,1260115796858109952,1
211300604,966661502961889280,1
211328482,756569436384026625,1
21176738,180293789,1
21417602,3063892271,1
21477789,17152053,1
2164924909,29079848,1
216559556,359982860,1
2170454820,1103889187474878464,1
2181749881,2982379781,1
2184967129,38869025,1
21876537,359982860,1
2187973402,1335680242141323268,1
2193458110,1349332111048798208,1
219411890,55554468,1
22005660,22005660,1
22007609,815924039705366528,1
2206960189,1440645841920806926,1
2208720553,308668764,1
220991298,2435691,1
2210133737,19245170,1
2223228157,221508795,1
222514082,28521302,1
222865448,222865448,1
2229014627,2881902909,1
223397137,1446811604486590466,1
2239976416,3068271,1
2245260053,1154504160206872590,1
2245427502,1176439463569960960,1
225120727,82541489,1
226737036,1420813046474231814,1
2270252634,1004394646024409089,1
2270252634,1016294349578080256,1
2270252634,1027905630,1
2270252634,1053949113916624899,1
2270252634,1093805677045268480,1
2270252634,1102928046049423360,1
2270252634,1117090286931456002,1
2270252634,1131187974652203008,1
2270252634,1140593706120208385,1
2270252634,1158653651361161216,1
2270252634,1185108027994714112,1
2270252634,1204449389491736576,1
2270252634,1249465483432087552,1
2270252634,1257898714917715969,1
2270252634,1261183172533985281,1
2270252634,1297450011689705472,1
2270252634,1329376763252776960,1
2270252634,1344212974400118786,1
2270252634,1347587463347367936,1
2270252634,1351177387069894656,1
2270252634,1380507205867335680,1
2270252634,1401523241047539715,1
2270252634,1417414352999796743,1
2270252634,1432619713457233921,1
2270252634,1451400110731055104,1
2270252634,185688074,1
2270252634,18722806,1
2270252634,223022053,1
2270252634,2293097778,1
2270252634,247349524,1
2270252634,2932702731,1
2270252634,303234771,1
2270252634,316488595,1
2270252634,3306932129,1
2270252634,41121036,1
2270252634,415033269,1
2270252634,433607851,1
2270252634,473896747,1
2270252634,483937311,1
2270252634,58285254,1
2270252634,715977592,1
2270252634,734467133300707329,2
2270252634,736997777192914945,1
2270252634,769690082,1
2270252634,804410408022851584,1
2270252634,878575811250573312,1
2270252634,914421454975926272,1
2270252634,941380912138289152,1
2270252634,949573878,1
2270252634,969564320,1
2270252634,988070577977126912,1
227437070,471258123,1
2276069371,1314477399694868481,1
228148158,9334352,1
2285705570,1231609349090443265,1
2287063494,1006568771581038593,1
229106593,1308854099396513795,1
229594193,229594193,1
229802944,1257898714917715969,1
230791871,1213096662626779136,1
23079265,12210492,1
2308454519,416529829,1
2308795128,274480834,1
2331735295,1077687680027291648,1
2334805519,2334805519,1
2335007244,3407119120,1
2337112261,1235682273783091205,1
233990587,36713389,1
23436708,39522014,1
2344896420,1215727846976557057,2
2349102894,19223962,1
23500413,852629023,1
2350585874,3292982985,1
2358808194,3063892271,1
235921307,1333128694953615360,1
2360477758,756569436384026625,1
2367548111,1509880232,1
2370996050,1365998909538115587,1
23830200,5734902,1
23831095,1258139782317826050,1
2387550067,1191071718846140416,1
2387550067,1315233482600312832,1
239281743,239281743,1
239970151,437393851,1
2407022756,1214265479793000448,1
2407022756,1324281927139053568,1
2407022756,1466315599483707394,1
241027377,1055255910,1
241027377,1432045519426236416,1
2414539170,2414539170,1
24150450,1318903836094980096,1
2416305980,19609062,1
2428765073,2965600371,1
2445268670,1421033116949491713,1
24506355,3226194951,1
24521220,1181327506080780288,1
245736312,1132688391357837314,1
2463334914,1006227483866337281,1
2469989804,1167696859542016000,1
2470575291,413455064,1
2470575291,614884262,1
247266715,4874939135,1
2484957951,1464054907120627720,1
2485350541,1361255629986398209,1
2512242560,47375691,1
251534704,1368987280015261702,1
25283963,1413840992986349570,1
2530257098,2530257098,1
25362530,1257898714917715969,1
254945351,9204502,1
258040492,1419935165380444160,1
258040492,905304100019081217,1
25813736,1240366826720235523,1
25813736,173397638,1
25813736,711865509290119168,1
2583724430,280998314,1
260654226,2932702731,1
2609704049,3091675462,1
261190000,735448122005041152,1
2613263442,1331503239645245441,1
2613263442,1361978435829178368,1
2634283347,324992991,1
265350320,265350320,1
265350320,3047842132,1
2674588069,2674588069,1
2674823217,2674823217,2
267665122,267665122,1
2677195254,2677195254,1
2683366525,1231318521075978241,1
2683366525,1340252317057216513,1
2683366525,1370289909400023043,2
2683366525,2944585210,1
2683366525,785411999664668672,1
268494878,819154645977272320,1
2685937381,1324066430,1
2685937381,1349332111048798208,1
2685937381,201640221,1
2685937381,2685937381,1
269137620,1214711148114784257,1
2695374849,28741133,1
2695409149,818532012327890944,1
2725269305,1949194382,1
2729039313,19709133,1
2732642200,1084431073310900225,1
2744887795,1233110268156227589,1
27547403,406955423,1
276174825,17306732,1
27620273,1235682273783091205,1
27620273,433607851,1
2767156510,602059648,1
277401536,1001580696077467649,1
277430344,1316059083145908226,1
2776257645,2776257645,1
278477637,2785317370,1
2786300723,926411799381102592,1
279105896,760378068930363392,1
279281176,705064066885271552,1
2804920027,9540112,1
280990718,1281005175826677761,1
2814275301,1222137458,1
281727794,1225376281157611527,1
281727794,399900593,1
2824726631,1257898714917715969,1
2825023162,1395396906210185220,1
2825049264,360823744,1
28305973,14700783,1
2831832341,1189660560343863300,1
2831832341,1227977723424976897,1
283205348,1433427278441025539,1
2834900164,959872400757284864,1
2844827106,1452733870013657088,1
2844827106,223758384,1
2844827106,856146055372697601,1
2844827106,92713304,1
2850639414,56672561,1
285268093,285268093,1
28572720,1232950329483898881,1
2858812331,393264968,1
285981587,1462554936059826181,1
2861638713,756569436384026625,1
2862276095,1307374279391088640,1
286363663,1446341849023660034,1
2868669795,1257898714917715969,1
2870246390,1397804838,1
2879949779,359982860,2
28804762,952872040842891265,1
28808915,1324490281136365574,1
28808915,1351980006310883329,1
28808915,1385782324038668291,1
28808915,1390117772676550657,1
28808915,394167570,1
28808915,48405553,1
2881643880,1101354170,1
2881902909,2949072563,1
2902165265,2272909014,1
2903666907,1091090017311748096,1
2904370071,19232587,1
29082973,1949194382,1
2915818935,1383776369381810187,2
2915818935,1385936681417773059,1
2918457430,851409474841710592,1
2922741959,1438952444940128256,1
2949668459,2949668459,1
2955502378,752130147952758785,1
2958549064,809806959796948992,1
2961005897,1301079241837228032,1
2961005897,9595022,1
2969981662,1355606963451797505,1
2979051855,1245294628745682944,1
298635854,1340451520991662082,1
299242162,732408858,1
2994833913,2994833913,1
3000978262,1084431073310900225,1
3000978262,1105143550042431490,1
3000978262,1165536446419296257,1
3000978262,1165660833202036736,1
3000978262,1215737471167877121,1
3000978262,1218511027496718336,1
3000978262,1290395556087508994,1
3000978262,1352351738347577346,1
3000978262,1412287272,1
3000978262,1419657850163535877,1
3000978262,1466401561383477255,1
3000978262,1895216569,1
3000978262,2839656970,1
3000978262,2885573171,1
3000978262,2932702731,1
3000978262,379285165,1
3000978262,472447110,1
3000978262,5734902,1
3000978262,62458253,1
3000978262,713298286170488832,1
3000978262,825306344961998848,1
3000978262,887233286434684929,1
3000978262,9204502,2
3000978262,955284692227543040,1
300390038,1347716608421191686,1
3004299227,876738818623365120,1
3011865479,3995565863,1
3019759383,976883905344299008,1
3030498681,3030498681,1
3033236321,3292982985,1
3034147900,1230381180643684354,1
3034147900,1346941167129210888,1
30509349,919549446731583489,1
3054307619,1467464244207792131,1
3054307619,1467587955812442116,1
3054307619,2830165417,1
3057571876,1365998909538115587,1
3063735478,787119942,1
3063892271,1223222502454853633,1
3063892271,3063892271,1
3063892271,752130147952758785,1
3064389376,47630282,1
307510367,1124078930686820356,1
3083343255,793778228,1
310775933,9204502,1
31098409,1190613284464013313,1
31098409,960479672017539072,1
3131274983,1568421330,1
314655456,41391945,1
315958565,499208460,1
3160372462,783171883,1
316474331,117788351,1
318328678,858745732886605825,1
319013093,879133287037489153,1
3200646734,1290652703564206083,1
320129807,2974710532,1
3207848001,1226605200158400512,1
3207861899,865976277647466496,1
3221694099,1211776923505840128,1
3221694099,5462822,1
32369716,32369716,1
3247529740,825700652030558208,1
32620610,1392892013956239360,1
3262307932,732408858,1
3264813706,1292967458853343232,2
32677335,1016406860411424771,1
32677335,32677335,1
32677335,854283707439616000,1
327926451,1213890496201805827,1
327926451,327926451,1
3280044682,948226952292454401,1
32849722,46943255,1
32849722,990242146174332928,1
3292821849,1017056547237658624,1
3299671479,99718385,1
3304453217,183850012,1
3306903346,3306903346,1
3318774389,1130878300551827463,1
3318774389,1149361509052690434,1
3318774389,38150247,3
3318774389,5734902,1
3318774389,819481318224523264,1
3332365870,393264968,1
3344339987,28251658,1
3359344643,1187095128390934529,1
3360013438,1205879590822010880,1
336995139,1453436785468579840,1
337001179,359982860,1
3402919385,1415232868305997825,1
3407119120,2335007244,1
3407296589,55554468,1
341432926,945979351291621377,1
3427951089,3063892271,1
3428237213,1097942107015254021,1
34302591,475790423,1
34302591,738368253425287169,1
3431545329,1379869545335291908,1
3439789780,84816710,1
345924880,29079848,1
3545829137,2848193505,1
3568692616,1385504779376504834,1
358252243,3292982985,1
3597315495,3597315495,1
360693361,1250280641238724608,1
3613555641,157981564,1
3624597017,881830922252947456,1
362993679,1071032837275561984,1
3632067017,1461432939506552835,1
363697442,1580256270,1
364342002,1324052754545987585,1
365523475,365523475,1
366236052,78352829,1
36654572,1282898804,1
36794888,36794888,1
37216145,1417128986736484355,1
373939000,420204289,1
3742320437,998942678732689414,1
3776000483,698303244947345408,1
3833851875,1057306785709731840,1
384473396,838038358819540994,1
385408616,921710425800085504,1
3862962088,5734902,1
3883225696,806053245324034048,1
3889677155,21346352,1
389565429,1137850190180823040,1
389565429,1325194882193924099,1
389565429,2491731514,1
389565429,404377878,1
390793248,56672561,1
3961296645,866191304623104000,1
3969351,3969351,1
397811036,3240733637,1
3994171155,994330840829255680,1
39992557,15040697,1
400413662,1234060130574049281,1
402577347,402577347,1
4048469009,1326614996638371843,1
405062939,281984152,1
408280989,395873726,1
40847948,40847948,1
408782352,29079848,1
410315994,1281005175826677761,1
4107217414,819481318224523264,1
41373062,1004425690912092161,2
41391945,1246507055009144837,1
416457347,1412287272,1
4170056729,20694291,1
4171535921,1234150606518063105,1
41762473,1290285135804465153,1
418216084,1105894085108350977,1
418216084,1318956809466556416,1
418216084,1445086892672880640,1
4186172537,1332751359632879624,1
4186944707,1450390389421137922,1
4186944707,926221848,1
418895156,1453385225346637832,1
420204289,128585642,1
420204289,2765750460,1
420204289,777534969509912576,1
4228324474,721804534574641152,1
4245902595,1139480068428828673,1
4288968153,1365290206199484417,1
4289281538,493022442,1
42895605,2561586612,1
4343219315,18047862,1
43948098,1409186594783956993,1
443478371,156945116,1
446302802,3292982985,1
450016813,970348627,1
451022494,752238694258634754,1
454932645,1078611325134295041,1
45528034,1365998909538115587,1
460167734,1131070519904808960,1
46049887,1327910426819047428,1
464135750,464135750,1
4647539961,4647539961,1
4665273807,183738080,1
469423994,1380057549563686913,1
46979679,29180690,1
47074699,1706810652,2
4719352521,1083145344580571137,1
472447110,1360646962731745283,1
4737720743,1273621978331701249,1
475790423,1238522682553098242,1
479404056,778784629,1
4797380067,149441850,1
480004461,1949194382,1
480302240,480302240,1
480346840,475275997,1
482571267,432422185,1
48289827,1301108148951023616,1
48289827,1432038154916216833,1
48289827,1895216569,1
4838073412,1092302848946331650,1
4838396908,3292982985,1
485659996,485659996,1
485876309,453810283,1
4866706432,1373191871879639040,1
4866884224,86920414,1
4900758213,1302697044486828032,1
4905727210,3407623283,1
493146582,756569436384026625,1
493423964,910544390208262144,1
497067316,721804534574641152,1
498646830,707231479047315456,1
498733317,1309738484,1
49918153,1429413546258018317,1
49927754,19232587,1
50120182,47943323,1
50982749,1638083226,1
510510852,1248489558817136643,1
510510852,5734902,1
51395734,58172461,1
51591472,2478349112,1
517443026,29079848,1
523103804,1304683237126664193,2
524736485,353596593,1
526471319,1465415731487678466,1
52650529,24363209,1
527672947,787649433097961472,1
527768332,1007179644825726976,1
52897525,2529889165,1
53007310,955284692227543040,1
53050623,1158653651361161216,1
53052568,102911449,1
532912995,1885447950,1
532912995,406182979,1
536284942,536284942,1
5378432,1450390389421137922,1
5378432,250588269,1
541750210,28804762,1
543658996,543658996,1
544188354,544188354,1
545270844,602538975,1
54611060,19245170,1
54611060,4201110910,1
54846683,255352748,1
549133027,1122752328723988480,1
551151300,756569436384026625,1
555957266,555957266,1
556606300,19609062,1
557253118,557253118,1
56128302,701076668035833856,1
56129480,1259920667253800962,2
56129480,1374767320149680131,1
56129480,1433347921844580353,1
56129480,16485304,1
56129480,2417411672,1
56129480,815668782152712192,1
56362885,3342884429,1
56530362,1184682247506612225,1
572962260,879240896373555200,1
572962260,977889557244010498,2
578174608,76908623,2
579675979,395873726,1
58474762,1121033637934325760,1
58474762,1227977723424976897,1
58474762,1365998909538115587,1
586579734,415831976,1
591313419,364850815,1
593720138,1427407410923249672,6
593720138,593720138,1
596211377,1266108455271763975,1
598400081,598400081,1
598699063,19609062,1
60289472,60289472,1
605763663,918346004,1
612718182,1381149657707995136,1
616309664,122104353,1
621099366,1371553535909855238,1
62331659,122104353,1
625339708,109529448,1
626295205,4621597216,1
628725975,1215184831757328384,1
63924392,40441228,1
64734554,64734554,1
65005775,9204502,1
66106839,66106839,1
66288106,997423099619561472,1
6663402,98933435,1
66768703,2530028126,1
68498298,123583725,1
68498298,75522383,1
68716498,68716498,1
68757774,63738086,1
68757774,730360237,1
68757774,96738822,1
697056657889759232,56672561,1
69840262,834822247932166145,1
700018748598677505,2272909014,1
700748844405927936,1322512166679912448,1
70139830,1949194382,1
702746043264454656,1026082755573161985,1
704431266,939081163020427265,1
704618012436000768,269431680,1
706658160,1257747673303732232,1
706829681757134848,108389947,1
70698817,1136685624172396544,1
708972032990552065,2944585210,1
70920540,825306344961998848,1
709415928409231360,1367150295571128327,1
709415928409231360,16185460,1
709433267297107968,1949194382,1
712001696080269313,1683151988,1
712221515153018881,1213609050023137280,1
712264496,2364159092,1
712292779137888256,4033189133,1
713792702811344896,756569436384026625,1
715995120,223022053,1
716188995944898560,1131300901,1
71620558,1256691912,1
71649699,825400026419576832,1
716649592834691074,859101343356772353,1
717014442748354564,24363209,1
718530848,879133287037489153,1
719079898023911425,819307727067480068,1
719225166228811776,1379067857636573193,1
719619456599728128,1340805345334202375,1
721255905652813824,19802110,1
721255905652813824,281700760,1
721631565839732737,1175078609482067974,1
721707607,228137272,1
721740925198811137,721740925198811137,1
721804534574641152,497067316,1
72257321,1153995212097761281,1
723487404879912960,405534382,1
725772033263570945,949406450249617409,1
72581281,392210177,1
73053161,1461089405943394306,1
73053161,404377878,1
731124442525519872,2190337372,1
732408858,732408858,1
733367848807059456,1395604657385377797,1
733577381546364929,826345244178468865,1
73479686,281727794,1
735446635,14613514,1
736598507843375104,3624861441,1
736640357560115200,299650387,1
737907732351750144,1452012735307395073,1
740060101,740060101,1
740483603403005953,850367182005559297,1
741933082152992768,741933082152992768,1
742796076093198341,742796076093198341,1
74418159,484393654,1
745307744790515712,3025098076,1
747401912211881984,4829033644,1
752608878576201729,1385936681417773059,2
752608878576201729,1464270674374107141,1
753958456994959361,1388957648272437249,1
754264523062796288,1004310316208017408,1
756590776264654848,1212360344363921409,1
756847709173194753,3292982985,1
756881814862569472,117113707,1
756881814862569472,1175078609482067974,1
756881814862569472,96000129,1
757201864039493632,1379881141042356226,1
757201864039493632,1895216569,1
757471733695807488,4008070679,1
757978966758191104,2946361726,1
758285679939944448,465541034,1
760378068930363392,1107742918952083462,2
760378068930363392,1155606919480000512,2
760378068930363392,1232101877724196870,1
760378068930363392,1455264345173200907,1
760798115066773504,460167734,1
760881621113397248,38834998,1
761230549621084160,1410638307210543104,1
766024985060212736,766024985060212736,1
76635553,1384600684201349122,1
76908623,1456340695627751430,1
76908623,578174608,1
769455,769455,1
771723387592990721,149441850,1
772833423287259136,1144894697451790342,1
772833423287259136,1309441830287794177,1
772833423287259136,2839656970,1
772833423287259136,809188392089092097,1
773940,14071833,1
777377007415984129,875527567,1
778730370,778730370,1
778784629,776299446,1
778854489440849920,395873726,1
780422414857535492,2764750474,1
782373558831943680,1181327506080780288,1
782373558831943680,787649433097961472,1
784333753,3169531816,1
785295912,113792616,2
787649433097961472,787649433097961472,1
789036338,1372940780298498050,1
789720378,1356215020280045570,1
790903321095790592,1447204240234057734,1
791204911753097216,1228725567832363008,1
791204911753097216,1351260074115813381,1
791300798781227008,242006393,1
792348170848243713,1212360344363921409,1
794506515348672512,831988951191793664,1
795628212919406592,47375691,1
79998422,1266836912519684103,1
800023703962652672,1949194382,1
80039777,1898439025,1
801476435277971456,753683379413979136,4
801712790272638976,3063892271,1
802625526359879682,1158653651361161216,1
802625526359879682,3230322004,1
802852196,802852196,1
805512682828955648,1375104484737740805,1
807165397283770368,2491731514,1
807198445434007552,3292982985,1
808956999442558976,1443896663228227592,1
809099090562875392,1239223560566079489,1
809659289421959169,809659289421959169,1
811123127166140416,1257747673303732232,1
811155613719924736,756569436384026625,1
813472913743605760,25562662,1
813796498399969280,813796498399969280,2
81388893,4228270040,1
814938344,2846910724,1
815241883626520577,712536632377876481,1
815924039705366528,22007609,1
816622305501728769,816622305501728769,1
816760135301349380,946685112565030912,1
817665990066655232,1237284533160075264,1
817938688407699456,817938688407699456,1
818075462,3292982985,1
818094095088386053,1431538817861890048,1
818099307987566593,15653014,1
818209902380412931,948226952292454401,1
818499260320714756,1412287272,1
818499260320714756,2839656970,1
818499260320714756,3063892271,1
820187768,975486086137991168,1
822200898545995776,738368253425287169,1
823077318767890433,1178135997944619010,1
823131631254962176,1319768206647742464,1
823175703659237376,456663777,1
823830558094622720,419071151,1
824365044209221633,2613263442,1
82448770,135622725,1
824760149269168130,3292982985,1
82541489,1000382669635706882,1
826537906902794240,1433445089259425797,1
827085174265565184,1426994736812990476,1
827085174265565184,1463111384808374278,1
827532876228997120,1400705294028742656,1
827876941160136704,756569436384026625,1
83090269,1238892997535825920,1
831445402901676033,865451715734028289,1
832843230379200512,223758384,1
832843230379200512,90524645,1
833608400126746624,1334231268536561664,1
836133704053444608,2223698491,1
837308054,1371073322906177537,1
838012662806097920,918187178135605248,1
838334196481462273,908771716297576454,1
841002777841143808,787119942,1
841578404914843648,508526457,1
841919378560032769,3247529740,1
843056858604691456,3292982985,1
844846358561353728,2789904301,1
844986996594540546,844986996594540546,1
847836128275292160,2613263442,1
84816710,528884255,1
851409474841710592,2918457430,1
852629023,23500413,1
854966514201616386,1227977723424976897,1
856117542804496384,1394984429387501571,2
856117542804496384,787119942,1
856189893332094976,1303059166798516225,1
85817076,18959924,1
860832242159022081,1132688391357837314,1
863487960414650368,1142069767446118400,1
86494810,1143896220655607808,1
866032663,14412710,1
867050044956004354,8720562,1
867654554858422273,1298688099829022723,1
868195956742905857,2693038383,1
86926158,752130147952758785,1
86942656,8720562,1
870354434,236412458,1
870606581091663877,1453436785468579840,1
870664174799650816,320301062,1
871477212,3063892271,1
87186946,1234060130574049281,1
873243226949419010,1344119389965180934,1
874248596,874248596,1
875271962,875271962,1
878667213061988353,2834511,1
882201409902587904,975680493957140480,1
884095964730019841,1394597420806426624,1
884868485389660162,756569436384026625,1
885319674,1269029935,1
887012075079380992,1298956975758356480,1
887012075079380992,887012075079380992,1
887854369,29079848,1
891960554407022592,2585450642,1
892834211404623874,1291370559058706438,1
895814938995957760,346525868,1
896473563686981632,756569436384026625,1
897003572612788224,334245872,1
897013791036231681,1006227483866337281,1
90062154,3347600212,1
901755595207970818,17043920,1
902400206540607488,564852155,1
902997622906130435,902997622906130435,1
907173288610328576,1434854384115101698,1
908347918037504001,14198663,1
908983092412665856,33171808,1
910225556758827009,3179990032,1
911161453,948226952292454401,1
911983260951031808,19962363,1
912357270616502273,3184312967,1
912817071075086336,912817071075086336,2
913117667724337153,3091675462,1
914193962285576193,1120571928459268097,1
914193962285576193,1365998909538115587,1
916201117012385792,916201117012385792,1
918738635763142656,489222890,1
920239781333827585,1253843604088512513,1
9208812,2946361726,1
921510055,3063892271,1
921632886,1289509692,1
92391304,1110218554429849600,1
924664737878740993,1459198048232517639,1
924664737878740993,21111724,1
926451268046000128,930002746320801792,1
927232180199346181,2291391491,1
927248356467970049,1267323662492938246,1
928639893068238850,928639893068238850,1
928789043785199616,86711514,1
93002957,1132688391357837314,1
931076180886908928,1340288438185148425,1
931477381,713982244583579648,2
931488343149436928,1446811604486590466,1
932887283174395904,1419279525028974592,1
932887283174395904,484585405,1
933121679559221249,37930051,1
933694617698041856,3170991,1
934847373238521856,42709679,1
937014136038404096,787119942,1
93850375,210788662,1
93850375,2271757584,1
938803867,938803867,1
939008621182033920,2910115665,1
94140784,9204502,1
941767558272864256,941767558272864256,1
