,0,app
461,https://parlement.vs.ch/app/de/search/speech/171671,24
462,https://parlement.vs.ch/app/de/search/speech/171670,24
463,https://parlement.vs.ch/app/de/search/speech/171669,24
464,https://parlement.vs.ch/app/de/search/speech/171668,24
465,https://parlement.vs.ch/app/de/search/speech/171667,24
466,https://parlement.vs.ch/app/de/search/speech/171666,24
467,https://parlement.vs.ch/app/de/search/speech/171665,24
468,https://parlement.vs.ch/app/de/search/speech/171664,24
469,https://parlement.vs.ch/app/de/search/speech/171663,24
470,https://parlement.vs.ch/app/de/search/speech/171662,24
471,https://parlement.vs.ch/app/de/search/speech/171661,24
472,https://parlement.vs.ch/app/de/search/speech/171660,24
473,https://parlement.vs.ch/app/de/search/speech/171659,24
474,https://parlement.vs.ch/app/de/search/speech/171658,24
475,https://parlement.vs.ch/app/de/search/speech/171657,24
476,https://parlement.vs.ch/app/de/search/speech/171656,24
477,https://parlement.vs.ch/app/de/search/speech/171655,24
478,https://parlement.vs.ch/app/de/search/speech/171654,24
479,https://parlement.vs.ch/app/de/search/speech/171653,24
493,https://parlement.vs.ch/app/de/search/speech/171928,24
494,https://parlement.vs.ch/app/de/search/speech/171927,24
495,https://parlement.vs.ch/app/de/search/speech/171926,24
496,https://parlement.vs.ch/app/de/search/speech/171925,24
497,https://parlement.vs.ch/app/de/search/speech/171924,24
498,https://parlement.vs.ch/app/de/search/speech/171923,24
499,https://parlement.vs.ch/app/de/search/speech/171922,24
500,https://parlement.vs.ch/app/de/search/speech/171921,24
501,https://parlement.vs.ch/app/de/search/speech/171920,24
502,https://parlement.vs.ch/app/de/search/speech/171919,24
503,https://parlement.vs.ch/app/de/search/speech/171918,24
504,https://parlement.vs.ch/app/de/search/speech/171917,24
505,https://parlement.vs.ch/app/de/search/speech/171916,24
506,https://parlement.vs.ch/app/de/search/speech/171915,24
507,https://parlement.vs.ch/app/de/search/speech/171914,24
508,https://parlement.vs.ch/app/de/search/speech/171913,24
509,https://parlement.vs.ch/app/de/search/speech/171912,24
510,https://parlement.vs.ch/app/de/search/speech/171911,24
511,https://parlement.vs.ch/app/de/search/speech/171910,24
525,https://parlement.vs.ch/app/de/search/speech/171835,24
526,https://parlement.vs.ch/app/de/search/speech/171834,24
527,https://parlement.vs.ch/app/de/search/speech/171833,24
528,https://parlement.vs.ch/app/de/search/speech/171832,24
529,https://parlement.vs.ch/app/de/search/speech/171831,24
530,https://parlement.vs.ch/app/de/search/speech/171830,24
531,https://parlement.vs.ch/app/de/search/speech/171829,24
532,https://parlement.vs.ch/app/de/search/speech/171828,24
533,https://parlement.vs.ch/app/de/search/speech/171827,24
534,https://parlement.vs.ch/app/de/search/speech/171826,24
535,https://parlement.vs.ch/app/de/search/speech/171825,24
536,https://parlement.vs.ch/app/de/search/speech/171824,24
537,https://parlement.vs.ch/app/de/search/speech/171823,24
538,https://parlement.vs.ch/app/de/search/speech/171822,24
539,https://parlement.vs.ch/app/de/search/speech/171821,24
540,https://parlement.vs.ch/app/de/search/speech/171820,24
541,https://parlement.vs.ch/app/de/search/speech/171819,24
542,https://parlement.vs.ch/app/de/search/speech/171818,24
543,https://parlement.vs.ch/app/de/search/speech/171817,24
